#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.4033 3.4485 5.1600 0.9722 0.356
  2 1.295260e+03 4.4186 3.4458 5.1586 0.9728 0.356
  3 2.621410e+03 4.4327 3.4438 5.1566 0.9733 0.356
  4 3.986120e+03 4.4459 3.4417 5.1535 0.9737 0.356
  5 5.395670e+03 4.4582 3.4398 5.1491 0.9741 0.357
  6 6.853310e+03 4.4696 3.4379 5.1426 0.9745 0.357
  7 8.360220e+03 4.4801 3.4361 5.1335 0.9748 0.357
  8 9.916210e+03 4.4898 3.4344 5.1208 0.9751 0.358
  9 1.152030e+04 4.4985 3.4327 5.1033 0.9754 0.358
 10 1.317130e+04 4.5063 3.4308 5.0793 0.9757 0.359
 11 1.486790e+04 4.5132 3.4289 5.0467 0.9759 0.359
 12 1.660950e+04 4.5190 3.4272 5.0021 0.9761 0.360
 13 1.839630e+04 4.5236 3.4254 4.9396 0.9763 0.361
 14 2.022970e+04 4.5269 3.4229 4.8491 0.9765 0.362
 15 2.211340e+04 4.5280 3.4199 4.7057 0.9766 0.363
 16 2.404990e+04 4.5248 3.4142 4.4129 0.9767 0.364
 17 2.602910e+04 4.5148 3.4027 3.8167 0.9769 0.366
 18 2.806120e+04 4.5056 3.3900 3.1928 0.9770 0.367
 19 3.013900e+04 4.4997 3.3804 2.6451 0.9773 0.369
 20 3.203950e+04 4.4969 3.3768 2.2266 0.9778 0.370
