#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2806 3.5638 1.5000 0.5242 0.335
  2 1.467920e+05 3.3173 3.5603 1.5000 0.5259 0.335
  3 3.107940e+05 3.3604 3.5557 1.5000 0.5283 0.335
  4 4.922490e+05 3.4093 3.5509 1.5000 0.5314 0.335
  5 6.885180e+05 3.4624 3.5456 1.5000 0.5354 0.335
  6 8.936590e+05 3.5171 3.5395 1.4999 0.5403 0.335
  7 1.100010e+06 3.5707 3.5340 1.4998 0.5460 0.335
  8 1.300840e+06 3.6210 3.5283 1.4992 0.5526 0.335
  9 1.491900e+06 3.6669 3.5234 1.4973 0.5597 0.335
 10 1.671190e+06 3.7083 3.5184 1.4920 0.5673 0.335
 11 1.838160e+06 3.7452 3.5135 1.4784 0.5752 0.335
 12 1.993000e+06 3.7783 3.5082 1.4417 0.5833 0.335
 13 2.136330e+06 3.8073 3.4971 1.2879 0.5916 0.400
 14 2.225770e+06 3.8133 3.4873 0.5952 0.5952 0.400
