#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2567 3.5791 1.3000 0.5283 0.360
  2 1.628850e+05 3.3014 3.5750 1.3000 0.5302 0.360
  3 3.536540e+05 3.3557 3.5699 1.3000 0.5330 0.360
  4 5.706640e+05 3.4179 3.5640 1.3000 0.5369 0.360
  5 8.046050e+05 3.4837 3.5577 1.3000 0.5419 0.438
  6 1.041680e+06 3.5460 3.5507 1.3000 0.5475 0.620
  7 1.272180e+06 3.6021 3.5432 1.2999 0.5536 0.890
  8 1.492040e+06 3.6514 3.5350 1.2996 0.5601 1.216
  9 1.699710e+06 3.6944 3.4893 1.2976 0.5669 1.574
 10 1.894780e+06 3.7318 3.4671 1.2941 0.5740 1.948
 11 2.077340e+06 3.7643 3.4518 1.2890 0.5811 2.320
 12 2.247790e+06 3.7928 3.4396 1.2824 0.5883 2.680
 13 2.406730e+06 3.8181 3.4290 1.2742 0.5956 3.022
 14 2.554800e+06 3.8405 3.4059 1.1037 0.6028 3.196
