#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0191 3.5674 1.9000 0.7205 0.312
  2 2.584540e+04 4.0322 3.5658 1.8916 0.7231 0.460
  3 6.122560e+04 4.0460 3.5622 1.8727 0.7253 0.838
  4 1.037370e+05 4.0592 3.5547 1.8196 0.7275 1.520
  5 1.508070e+05 4.0702 3.5152 1.8192 0.7296 2.451
  6 1.997130e+05 4.0781 3.4974 1.8180 0.7314 3.495
  7 2.494900e+05 4.0838 3.4852 1.8155 0.7329 4.552
  8 2.994570e+05 4.0878 3.4754 1.8112 0.7343 5.549
  9 3.492840e+05 4.0908 3.4676 1.8046 0.7355 6.452
 10 3.988040e+05 4.0933 3.4615 1.7952 0.7366 7.261
 11 4.479000e+05 4.0954 3.4558 1.7830 0.7378 7.984
 12 4.964830e+05 4.0975 3.4506 1.7679 0.7389 8.627
 13 5.444830e+05 4.0995 3.4460 1.7498 0.7401 9.200
 14 5.918370e+05 4.1016 3.4415 1.7289 0.7414 9.713
 15 6.384860e+05 4.1037 3.4374 1.7051 0.7427 10.170
 16 6.843720e+05 4.1059 3.4330 1.6788 0.7440 10.580
 17 7.294390e+05 4.1082 3.4290 1.6500 0.7455 10.947
 18 7.736300e+05 4.1105 3.4255 1.6192 0.7470 11.276
 19 8.169120e+05 4.1131 3.4217 1.5864 0.7486 11.573
 20 8.592150e+05 4.1158 3.4180 1.5483 0.7503 11.843
 21 9.004930e+05 4.1188 3.4009 1.1490 0.7522 12.157
