#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.7032 3.5895 2.2000 0.6006 0.310
  2 8.333000e+04 3.7304 3.5871 2.2000 0.6035 0.500
  3 2.109350e+05 3.7637 3.5818 2.2000 0.6059 1.000
  4 3.678240e+05 3.7978 3.5706 2.1999 0.6084 1.874
  5 5.372490e+05 3.8258 3.5361 2.1989 0.6105 3.001
  6 7.101340e+05 3.8461 3.5186 2.1959 0.6120 4.208
  7 8.833250e+05 3.8599 3.5059 2.1889 0.6132 5.378
  8 1.055910e+06 3.8690 3.4965 2.1760 0.6141 6.449
  9 1.227660e+06 3.8748 3.4886 2.1554 0.6148 7.395
 10 1.398600e+06 3.8787 3.4817 2.1258 0.6154 8.226
 11 1.568590e+06 3.8816 3.4752 2.0864 0.6161 8.960
 12 1.737390e+06 3.8840 3.4687 2.0365 0.6168 9.612
 13 1.904620e+06 3.8863 3.4622 1.9757 0.6177 10.195
 14 2.069790e+06 3.8886 3.4552 1.9035 0.6187 10.719
 15 2.232250e+06 3.8914 3.4471 1.8195 0.6200 11.192
 16 2.391180e+06 3.8944 3.4376 1.7241 0.6216 11.616
 17 2.545700e+06 3.8984 3.4274 1.6165 0.6236 11.998
 18 2.694520e+06 3.9033 3.4158 1.4969 0.6262 12.342
 19 2.836370e+06 3.9095 3.4016 1.3497 0.6294 12.650
 20 2.930760e+06 3.9019 3.3912 0.6286 0.6286 12.650
