#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2466 3.5768 1.7000 0.5191 0.333
  2 1.534310e+05 3.2837 3.5733 1.7000 0.5209 0.333
  3 3.244060e+05 3.3273 3.5692 1.7000 0.5232 0.333
  4 5.133310e+05 3.3771 3.5644 1.7000 0.5262 0.333
  5 7.177570e+05 3.4316 3.5591 1.7000 0.5301 0.333
  6 9.317680e+05 3.4885 3.5534 1.7000 0.5350 0.333
  7 1.147390e+06 3.5447 3.5475 1.7000 0.5409 0.333
  8 1.357360e+06 3.5979 3.5420 1.6999 0.5476 0.333
  9 1.556920e+06 3.6468 3.5369 1.6998 0.5550 0.333
 10 1.743780e+06 3.6910 3.5319 1.6993 0.5629 0.333
 11 1.917250e+06 3.7306 3.5277 1.6980 0.5712 0.333
 12 2.077500e+06 3.7660 3.5235 1.6950 0.5797 0.333
 13 2.225140e+06 3.7977 3.5200 1.6886 0.5884 0.415
 14 2.360980e+06 3.8235 3.5159 1.6755 0.5959 0.551
 15 2.488160e+06 3.8452 3.5111 1.6483 0.6026 0.719
 16 2.608730e+06 3.8643 3.5048 1.5824 0.6090 0.902
 17 2.723410e+06 3.8814 3.4904 0.7280 0.6152 0.902
