#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3038 3.5785 1.4000 0.5316 0.338
  2 1.573100e+05 3.3457 3.5746 1.4000 0.5336 0.338
  3 3.424840e+05 3.3971 3.5698 1.4000 0.5365 0.362
  4 5.534860e+05 3.4548 3.5641 1.4000 0.5403 0.443
  5 7.804090e+05 3.5143 3.5575 1.4000 0.5448 0.614
  6 1.011720e+06 3.5713 3.5501 1.4000 0.5499 0.891
  7 1.238630e+06 3.6231 3.5416 1.3999 0.5556 1.251
  8 1.456430e+06 3.6687 3.4966 1.3982 0.5617 1.654
  9 1.663180e+06 3.7085 3.4750 1.3951 0.5681 2.077
 10 1.858220e+06 3.7430 3.4602 1.3905 0.5747 2.504
 11 2.041520e+06 3.7729 3.4478 1.3842 0.5814 2.922
 12 2.213420e+06 3.7991 3.4374 1.3763 0.5881 3.322
 13 2.374410e+06 3.8222 3.4281 1.3668 0.5949 3.698
 14 2.525050e+06 3.8430 3.4198 1.3557 0.6017 4.048
 15 2.665940e+06 3.8616 3.3816 0.8845 0.6085 4.048
