#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4540 3.4402 1.4000 0.5253 0.376
  2 4.232740e+04 3.4629 3.4387 1.3994 0.5260 0.376
  3 8.437970e+04 3.4723 3.4371 1.3987 0.5267 0.376
  4 1.261430e+05 3.4819 3.4355 1.3977 0.5275 0.376
  5 1.676050e+05 3.4917 3.4339 1.3965 0.5283 0.376
  6 2.087510e+05 3.5016 3.4322 1.3948 0.5292 0.376
  7 2.495700e+05 3.5116 3.4304 1.3926 0.5301 0.376
  8 2.900500e+05 3.5217 3.4286 1.3896 0.5310 0.376
  9 3.301790e+05 3.5319 3.4264 1.3854 0.5320 0.376
 10 3.699470e+05 3.5420 3.4245 1.3797 0.5330 0.376
 11 4.093440e+05 3.5522 3.4220 1.3715 0.5340 0.376
 12 4.483610e+05 3.5623 3.4196 1.3593 0.5351 0.376
 13 4.869890e+05 3.5724 3.4163 1.3403 0.5362 0.376
 14 5.252220e+05 3.5825 3.4120 1.3069 0.5374 0.376
 15 5.630570e+05 3.5922 3.4035 1.2263 0.5386 0.376
