# WDLF simulation output.
# 09:55:13 04/11/2022
# platform = UNIX
# Output directory = .
# Modelling Parameters:
# IMF exponent     = -2.3
# MS models        = Padova
# Metallicity Z    = 0.003 +/- 0.001
# Helium content Y = 0.26 +/- 0.001
# IFMR             = Kalirai et al. (2008)
# Alpha parameter  = 0.75
# WD models        = Montreal evolutionary (new 2020)
# Filter           = M_{bol}
# Mag. error       = 0.1
# Survey Type: VOLUME_LIMITED
# Number of stars: 200000
# Simulated WDLF:
#   column 1: bin centre [bolometric magnitude]
#   column 2: bin width [bolometric magnitude]
#   column 3: total number density [N/mag] (i.e. the luminosity function)
#   column 4: standard deviation on total number density [N/mag]
#   column 5: mean WD mass [M_{solar}]
#   column 6: standard deviation of WD mass [M_{solar}]
#   column 7: mean total stellar age [years] (sum of WD cooling time and MS lifetime)
#   column 8: standard deviation of total stellar age [years]
5.125	0.25	1.8681168788807897E-6	4.823457040449518E-7	0.5999474028852976	0.0991404898341752	3.8124750751663275E9	2.6180726182563667E9	
5.375	0.25	1.8681168788807897E-6	4.823457040449518E-7	0.5909982311187398	0.07007408106763335	3.7421232744422803E9	2.7695423125983763E9	
5.625	0.25	1.494493503104632E-6	4.314231131598031E-7	0.5990895033533374	0.0768671999018303	3.7710376463125253E9	2.477056738232811E9	
5.875	0.25	3.362610381985421E-6	6.471346697397046E-7	0.6452621680926275	0.189399669948039	4.346000384045319E9	3.2527647366759157E9	
6.125	0.25	3.6116926325028594E-6	6.706744847841854E-7	0.6516960031441221	0.18242454116421936	3.9731686377237253E9	3.2029692067218766E9	
6.375	0.25	3.6116926325028594E-6	6.706744847841854E-7	0.6813283301603228	0.18592975942128676	2.839301131397483E9	2.633584896788321E9	
6.625	0.25	6.476138513453412E-6	8.980788260485918E-7	0.6613278653756293	0.15311084959690882	2.8530618468045673E9	2.7543128836462526E9	
6.875	0.25	8.095173141816767E-6	1.00408265209893E-6	0.722634019289585	0.21802545788348623	3.1651725512639136E9	3.384748465315793E9	
7.125	0.25	1.2080489150095797E-5	1.2265878331488036E-6	0.6851649754101041	0.1815610626335905	2.7271174914761324E9	2.8383497798598323E9	
7.375	0.25	1.3824064903717873E-5	1.3121221737165293E-6	0.7035176648217358	0.17640087127735382	2.2974812039338E9	2.7219458302281294E9	
