#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2791 3.5510 1.8000 0.5144 0.340
  2 1.125680e+05 3.3015 3.5487 1.8000 0.5156 0.340
  3 2.307020e+05 3.3265 3.5458 1.8000 0.5170 0.340
  4 3.547500e+05 3.3538 3.5431 1.8000 0.5187 0.340
  5 4.848680e+05 3.3835 3.5401 1.8000 0.5207 0.340
  6 6.209130e+05 3.4153 3.5368 1.8000 0.5231 0.340
  7 7.623350e+05 3.4489 3.5329 1.8000 0.5258 0.340
  8 9.081120e+05 3.4840 3.5292 1.8000 0.5290 0.340
  9 1.056760e+06 3.5198 3.5251 1.8000 0.5327 0.340
 10 1.206450e+06 3.5557 3.5208 1.8000 0.5369 0.340
 11 1.355250e+06 3.5912 3.5170 1.7999 0.5415 0.340
 12 1.501310e+06 3.6257 3.5129 1.7998 0.5466 0.340
 13 1.643130e+06 3.6587 3.5088 1.7996 0.5521 0.340
 14 1.779580e+06 3.6900 3.5051 1.7990 0.5579 0.340
 15 1.909950e+06 3.7195 3.5017 1.7979 0.5640 0.340
 16 2.033890e+06 3.7470 3.4982 1.7958 0.5704 0.340
 17 2.151290e+06 3.7727 3.4948 1.7916 0.5768 0.340
 18 2.262220e+06 3.7967 3.4913 1.7838 0.5834 0.340
 19 2.366900e+06 3.8191 3.4879 1.7696 0.5901 0.340
 20 2.465580e+06 3.8399 3.4841 1.7423 0.5968 0.340
 21 2.558600e+06 3.8595 3.4790 1.6820 0.6035 0.340
 22 2.646330e+06 3.8774 3.4557 1.2971 0.6101 0.340
