#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0259 3.5994 1.7000 0.7378 0.279
  2 2.428590e+04 4.0371 3.5981 1.7000 0.7402 1.487
  3 7.104180e+04 4.0528 3.5798 1.6999 0.7429 4.627
  4 1.232620e+05 4.0639 3.5423 1.6985 0.7443 7.688
  5 1.763860e+05 4.0709 3.5180 1.6918 0.7450 9.974
  6 2.296980e+05 4.0750 3.5017 1.6765 0.7455 11.613
  7 2.830880e+05 4.0772 3.4891 1.6518 0.7457 12.788
  8 3.365510e+05 4.0785 3.4785 1.6184 0.7459 13.661
  9 3.901110e+05 4.0792 3.4697 1.5770 0.7460 14.338
 10 4.437870e+05 4.0797 3.4617 1.5282 0.7461 14.880
 11 4.975980e+05 4.0801 3.4540 1.4725 0.7462 15.327
 12 5.515570e+05 4.0804 3.4470 1.4105 0.7463 15.702
 13 6.056740e+05 4.0807 3.4405 1.3423 0.7465 16.017
 14 6.599560e+05 4.0816 3.4352 1.0132 0.7471 16.416
