#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9355 3.5541 1.8000 0.6507 0.324
  2 4.860100e+04 3.9458 3.5528 1.7948 0.6540 0.376
  3 1.115700e+05 3.9582 3.5505 1.7850 0.6580 0.544
  4 1.836390e+05 3.9715 3.5465 1.7657 0.6627 0.885
  5 2.590050e+05 3.9840 3.5390 1.7189 0.6676 1.383
  6 3.338880e+05 3.9952 3.4952 1.7179 0.6726 1.969
  7 4.062580e+05 4.0051 3.4811 1.7159 0.6773 2.559
  8 4.761810e+05 4.0139 3.4718 1.7130 0.6819 3.124
  9 5.435620e+05 4.0220 3.4643 1.7090 0.6862 3.652
 10 6.084290e+05 4.0296 3.4587 1.7038 0.6905 4.141
 11 6.708400e+05 4.0368 3.4535 1.6973 0.6946 4.592
 12 7.308710e+05 4.0438 3.4488 1.6896 0.6987 5.007
 13 7.885950e+05 4.0505 3.4445 1.6808 0.7027 5.388
 14 8.440870e+05 4.0572 3.4406 1.6708 0.7066 5.741
 15 8.974200e+05 4.0637 3.4366 1.6596 0.7106 6.065
 16 9.486690e+05 4.0702 3.4332 1.6475 0.7145 6.367
 17 9.979050e+05 4.0766 3.4301 1.6345 0.7184 6.645
 18 1.045200e+06 4.0829 3.4264 1.6205 0.7223 6.903
 19 1.090620e+06 4.0892 3.4237 1.6058 0.7262 7.143
 20 1.134240e+06 4.0954 3.4207 1.5906 0.7300 7.366
 21 1.176130e+06 4.1016 3.4179 1.5747 0.7339 7.574
 22 1.216360e+06 4.1078 3.4150 1.5560 0.7377 7.767
 23 1.254990e+06 4.1140 3.4035 1.4005 0.7416 7.934
