#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.7784 3.7240 2.4558  8.0730 4.2850 0.0000 0.9625 0.0364 0.0002 0.000 0.567  0.659 0.533 0.621 0.348 0.000 0.065 0.000 0.000 0.000 bcheb
  2 2.289793e+06 1.7845 3.7234 2.4473  8.0747 4.2744 0.0000 0.9337 0.0643 0.0011 0.182 0.567  0.653 0.613 0.617 0.348 0.000 0.065 0.000 0.000 0.000 tmincheb
  3 6.093834e+07 1.8014 3.7294 2.4544  8.1280 4.1895 0.0000 0.2957 0.5080 0.1951 0.235 0.616  0.338 0.553 0.631 0.665 0.000 0.101 0.000 0.001 0.000 tmaxcheb
  4 8.259410e+07 1.8367 3.7250 2.4015  8.1686 4.2456 0.0000 0.0965 0.4735 0.4287 0.233 0.624  0.250 0.560 0.633 0.752 0.000 0.119 0.000 0.002 0.000 
  5 8.955721e+07 1.8720 3.7207 2.3490  8.1970 4.3210 0.0000 0.0366 0.3977 0.5645 0.237 0.626  0.273 0.562 0.625 0.723 0.000 0.126 0.000 0.003 0.000 
  6 9.152732e+07 1.9094 3.7162 2.2936  8.2204 4.3984 0.0000 0.0141 0.3560 0.6286 0.237 0.626  0.332 0.563 0.617 0.654 0.000 0.138 0.000 0.004 0.000 
  7 9.245497e+07 1.9441 3.7124 2.2437  8.2386 4.4634 0.0000 0.0060 0.3349 0.6578 0.237 0.626  0.394 0.564 0.611 0.576 0.000 0.135 0.000 0.006 0.000 
  8 9.287940e+07 1.9833 3.7084 2.1885  8.2571 4.5340 0.0000 0.0022 0.3239 0.6727 0.196 0.626  0.464 0.565 0.606 0.453 0.000 0.137 0.000 0.007 0.000 
  9 9.305812e+07 2.0230 3.7045 2.1332  8.2742 4.6112 0.0000 0.0006 0.3193 0.6788 0.154 0.626  0.530 0.565 0.601 0.274 0.237 0.252 0.000 0.008 0.000 
 10 9.314784e+07 2.0593 3.7013 2.0841  8.2865 4.6852 0.0000 0.0001 0.3178 0.6808 0.088 0.626  0.580 0.565 0.597 0.091 0.237 0.299 0.000 0.009 0.000 
 11 9.320260e+07 2.0987 3.6980 2.0315  8.2871 4.7679 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.608 0.565 0.594 0.017 0.014 0.324 0.000 0.010 0.000 
 12 9.324635e+07 2.1384 3.6947 1.9786  8.2894 4.8299 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.623 0.565 0.592 0.023 0.035 0.328 0.000 0.010 0.000 
 13 9.328903e+07 2.1690 3.6922 1.9380  8.2929 4.8720 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.638 0.565 0.591 0.033 0.046 0.332 0.000 0.010 0.000 
 14 9.333162e+07 2.2145 3.6885 1.8777  8.2985 4.9276 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.660 0.565 0.590 0.059 0.064 0.349 0.000 0.011 0.000 
 15 9.337997e+07 2.2425 3.6865 1.8417  8.3015 4.9601 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.671 0.566 0.589 0.089 0.073 0.353 0.000 0.011 0.000 
 16 9.345373e+07 2.2825 3.6834 1.7893  8.2987 5.0191 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.666 0.566 0.588 0.295 0.095 0.356 0.000 0.010 0.000 lmaxeagb
 17 9.355013e+07 2.2463 3.6864 1.8375  8.2810 5.0421 0.0000 0.0000 0.3175 0.6812 0.000 0.626  0.592 0.567 0.590 0.433 0.111 0.361 0.000 0.009 0.000 
