#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9268 3.5123 2.5000 0.6832 0.347
  2 2.457910e+04 3.9485 3.5099 2.4996 0.6854 0.352
  3 5.235270e+04 3.9701 3.5069 2.4989 0.6876 0.363
  4 8.299800e+04 3.9909 3.5043 2.4974 0.6898 0.384
  5 1.162550e+05 4.0099 3.5014 2.4948 0.6922 0.416
  6 1.516630e+05 4.0265 3.4990 2.4904 0.6946 0.463
  7 1.886810e+05 4.0403 3.4967 2.4832 0.6970 0.522
  8 2.267850e+05 4.0516 3.4944 2.4723 0.6993 0.593
  9 2.655270e+05 4.0608 3.4921 2.4564 0.7016 0.674
 10 3.045420e+05 4.0683 3.4900 2.4333 0.7038 0.762
 11 3.435360e+05 4.0746 3.4877 2.4000 0.7060 0.854
 12 3.822640e+05 4.0802 3.4847 2.3494 0.7082 0.948
 13 4.205020e+05 4.0851 3.4806 2.2608 0.7105 1.039
 14 4.580260e+05 4.0901 3.4291 2.2593 0.7130 1.130
 15 4.943400e+05 4.0945 3.4160 2.2569 0.7154 1.218
 16 5.300660e+05 4.0988 3.4008 2.0726 0.7178 1.300
 17 5.652760e+05 4.1040 3.3702 1.5946 0.7208 1.344
